"",".chain",".iteration",".draw","(Intercept)","DD_5_delta_test"
"111",1,111,111,3.18074810750614,0.090358222345618
"112",1,112,112,3.07262319519764,0.0864354965943578
"113",1,113,113,3.18849409506717,0.0887990491981763
"114",1,114,114,3.24190074895679,0.0875680394451863
"115",1,115,115,3.30926006783367,0.0853362205505591
"116",1,116,116,3.00721576102654,0.0928798125205972
"117",1,117,117,2.81412332914006,0.0869529413350687
"118",1,118,118,3.00903857405842,0.0863743456707061
"119",1,119,119,3.22158086909832,0.0923160859437935
"120",1,120,120,3.19239382757048,0.0819606148326352
"121",1,121,121,3.25013719058142,0.0818255790234307
"122",1,122,122,3.3718382887021,0.0927313433018768
"123",1,123,123,3.40038743192553,0.0871865231481023
"124",1,124,124,3.23834934355984,0.0917355422552229
"125",1,125,125,3.38742173453477,0.0827560279179003
"126",1,126,126,3.12728496423013,0.0941310145916014
"127",1,127,127,3.23455790071143,0.0811436535015296
"128",1,128,128,2.89745468459493,0.0945558383909543
"129",1,129,129,3.26611652899578,0.0817531891865033
"130",1,130,130,2.84753457048078,0.0858425583441682
"131",1,131,131,3.06456791117197,0.0829916273743149
"132",1,132,132,2.89454972983443,0.0921989960310244
"133",1,133,133,3.03817951889489,0.0893237663952062
"134",1,134,134,3.09572869788315,0.0897939018665311
"135",1,135,135,3.1402502265436,0.0850091784675931
"136",1,136,136,3.19702276085198,0.0836476418331521
"137",1,137,137,3.07621409456732,0.090033175699047
"138",1,138,138,3.2747196088803,0.0868603039826545
"139",1,139,139,3.15373630987027,0.0823749722761754
"140",1,140,140,3.27267147378482,0.0847332248957848
"141",1,141,141,2.43366396099809,0.0876445627157058
"142",1,142,142,2.9847447357317,0.0900085394509629
"143",1,143,143,2.93012736590618,0.093277437678701
"144",1,144,144,2.97823253064813,0.0893744035160953
"145",1,145,145,3.16119278551843,0.0865620776982132
"146",1,146,146,3.00380120810834,0.0907549000775491
"147",1,147,147,3.29526514894712,0.0858845808170521
"148",1,148,148,3.26011285685969,0.088948273520232
"149",1,149,149,3.40417736901758,0.0899346177495999
"150",1,150,150,3.0276101476281,0.0863759760853134
"151",1,151,151,3.18387703829028,0.0856924458598256
"152",1,152,152,2.97193930629274,0.0883442149741943
"153",1,153,153,3.239333324441,0.0899270267992501
"154",1,154,154,3.3157649467488,0.0915986365371278
"155",1,155,155,3.15362406818351,0.085676379481755
"156",1,156,156,3.23745358887878,0.0884616503275845
"157",1,157,157,3.383442088422,0.0894218448869201
"158",1,158,158,3.22360650079426,0.0866152391188397
"159",1,159,159,3.27979267251827,0.088201500286176
"160",1,160,160,3.19033382758205,0.0921631693717157
"161",1,161,161,2.84193986371106,0.0857905477865157
"162",1,162,162,2.8604613988943,0.0864533896242798
"163",1,163,163,3.35852998750753,0.0896897743577886
"164",1,164,164,3.32026065109058,0.0832972345331694
"165",1,165,165,3.11017304359709,0.0931223917525864
"166",1,166,166,3.27177716837422,0.0948222880256663
"167",1,167,167,3.0099544665584,0.0878100344643732
"168",1,168,168,3.4303037075292,0.0819337087212317
"169",1,169,169,3.563621239134,0.0821736084314416
"170",1,170,170,3.47617429426557,0.0770286390014171
"171",1,171,171,3.3198208621123,0.0984152385971547
"172",1,172,172,3.22612008618083,0.0780406385202537
"173",1,173,173,3.22354164207335,0.0953734796698834
"174",1,174,174,3.43303310249141,0.0804240998318481
"175",1,175,175,3.35357953667463,0.0907403693313854
"176",1,176,176,3.20011709388215,0.0874153794198873
"177",1,177,177,2.97558473078605,0.0877957368912169
"178",1,178,178,3.0371361794761,0.0868316110555923
"179",1,179,179,2.87414359662072,0.0892985325078603
"180",1,180,180,2.86139536003261,0.0832778271457092
"181",1,181,181,2.79698053688837,0.0908588777810492
"182",1,182,182,2.88235327105228,0.0842354293885918
"183",1,183,183,2.72697525141713,0.0966596323889788
"184",1,184,184,2.63829941765548,0.0907848834786486
"185",1,185,185,2.97550663509937,0.0888280495089448
"186",1,186,186,3.19637246098477,0.0889905759872929
"187",1,187,187,3.33403780908132,0.0854905107482821
"188",1,188,188,3.15819928105387,0.090615033129716
"189",1,189,189,3.01163545966708,0.0903755988996346
"190",1,190,190,3.0706717105256,0.0783811217005772
"191",1,191,191,3.08888765946955,0.0779477163242063
"192",1,192,192,3.0893623847056,0.0861859559762882
"193",1,193,193,3.05121876491066,0.0899277050714795
"194",1,194,194,3.20459239757142,0.0869940607577518
"195",1,195,195,3.33245325969037,0.0889829626604291
"196",1,196,196,3.17485014111997,0.0930528860308896
"197",1,197,197,3.04349228668277,0.0847871596875348
"198",1,198,198,3.16146116872784,0.0897435665936734
"199",1,199,199,3.20178157070011,0.0897364359488749
"200",1,200,200,3.08856371430422,0.0864318715983055
"201",1,201,201,3.42708550892463,0.0882218245184083
"202",1,202,202,3.38894949697842,0.0909307773109512
"203",1,203,203,3.28141306163255,0.0800882981350571
"204",1,204,204,3.2763576893011,0.0960394245171255
"205",1,205,205,3.4062793351961,0.080218918802099
"206",1,206,206,3.12482353314042,0.0951381412101102
"207",1,207,207,3.17577229489424,0.09436836423138
"208",1,208,208,3.10564165125852,0.0838706100940283
"209",1,209,209,3.41873507949162,0.0768197921890472
"210",1,210,210,3.19188436928324,0.099268784167528
"211",1,211,211,3.45522781215264,0.0784527962984541
"212",1,212,212,3.07480604459148,0.0881389281746394
"213",1,213,213,3.22476149717129,0.0872153258397113
"214",1,214,214,3.09786702514403,0.0915161293240383
"215",1,215,215,3.00845514849481,0.0829715092487184
"216",1,216,216,3.07935340482155,0.0956344330036411
"217",1,217,217,3.25659808504387,0.0820047554706083
"218",1,218,218,2.82187689517877,0.0944781015192764
"219",1,219,219,2.7655680440086,0.0913292337496258
"220",1,220,220,3.29856719999017,0.083711513641621
"221",1,221,221,3.29998566757928,0.0825674365310467
"222",1,222,222,3.17027933667244,0.0931823170345832
"223",1,223,223,2.98219765540158,0.0962975793077002
"224",1,224,224,3.05255504308427,0.0807467668007459
"225",1,225,225,2.99167315955612,0.0926925112239155
"226",1,226,226,3.16840043880295,0.0801572986675201
"227",1,227,227,3.16953687257596,0.0792256932206702
"228",1,228,228,3.21425291600805,0.0875189694781845
"229",1,229,229,3.31981741797176,0.0914061531824245
"230",1,230,230,3.38317318174099,0.0925568203596855
"231",1,231,231,3.11357871765702,0.079647486275691
"232",1,232,232,3.0026720963302,0.0913693008811808
"233",1,233,233,2.97905778923344,0.0908490977803108
"234",1,234,234,3.06349943720735,0.0907634109024011
"235",1,235,235,3.0663516261607,0.0906985701368482
"236",1,236,236,2.98800844136122,0.0863347210578161
"237",1,237,237,3.31846543216069,0.0885829075687542
"238",1,238,238,3.21642063036228,0.0858020202818931
"239",1,239,239,3.2041126872972,0.0870441874951314
"240",1,240,240,3.1653494809815,0.089324224402198
"241",1,241,241,3.14211945068344,0.0875499594789817
"242",1,242,242,3.1543103178608,0.0885607581155133
"243",1,243,243,3.18795192870967,0.0875549316920274
"244",1,244,244,3.08401682507306,0.0875917050376548
"245",1,245,245,2.95444324229271,0.0877448120220423
"246",1,246,246,3.26089259932986,0.0892288700040697
"247",1,247,247,3.16973204068172,0.0877717747669235
"248",1,248,248,3.06632108833669,0.0935022536017534
"249",1,249,249,3.11874995600699,0.0826602268175062
"250",1,250,250,3.00639300489909,0.0922395462270443
"251",1,251,251,3.05468426415154,0.0873578752810033
"252",1,252,252,3.02464508121041,0.0925570303887131
"253",1,253,253,3.30880234808929,0.0795123288014592
"254",1,254,254,3.25438660975866,0.0955493289475123
"255",1,255,255,3.21047089725216,0.0802447367893738
"256",1,256,256,3.23065021858332,0.0977831068097654
"257",1,257,257,3.1868566820356,0.084937240894375
"258",1,258,258,3.19739672799966,0.0831869031797711
"259",1,259,259,3.3748238898353,0.0907954241988062
"260",1,260,260,3.69324403487423,0.0992438937852459
"261",1,261,261,3.50482353477787,0.0794280729055927
"262",1,262,262,3.18998107233698,0.0966283279676068
"263",1,263,263,2.99092721283763,0.0913457239410734
"264",1,264,264,3.32010557695912,0.0811655255704498
"265",1,265,265,3.13377644358448,0.0861596364614891
"266",1,266,266,2.74610128796244,0.088647839646641
"267",1,267,267,2.72683808865784,0.0882857982271492
"268",1,268,268,2.75772310030935,0.0867222135630455
"269",1,269,269,2.85265709806232,0.0843745684624601
"270",1,270,270,3.28031589605595,0.0885402420197695
"271",1,271,271,3.09725389305109,0.0859730792633141
"272",1,272,272,3.2632303861747,0.0913184876460185
"273",1,273,273,3.1082518924305,0.0859260186190626
"274",1,274,274,3.18630711106359,0.0800706406503802
"275",1,275,275,3.02921206871767,0.0854235522903329
"276",1,276,276,3.02868494857329,0.0956690954113902
"277",1,277,277,3.27956318775071,0.0845397204471853
"278",1,278,278,3.05846331723514,0.0904742163619138
"279",1,279,279,3.17036911805601,0.0859869650153431
"280",1,280,280,3.3608127363631,0.0827644727610989
"281",1,281,281,3.12408340849376,0.0911306152826504
"282",1,282,282,3.20700825514476,0.0849010935715654
"283",1,283,283,3.15559790093103,0.0930361625802836
"284",1,284,284,3.21980916262781,0.0853149503628688
"285",1,285,285,3.31513971965583,0.0897364232052008
"286",1,286,286,3.29572293044357,0.087238224883261
"287",1,287,287,3.26494076932626,0.0858018366160494
"288",1,288,288,3.2275934641747,0.0868869144111832
"289",1,289,289,3.27149563302174,0.0899670786751872
"290",1,290,290,3.10243563884411,0.0866595960225387
"291",1,291,291,3.13952237634614,0.087256013940294
"292",1,292,292,3.16631409877255,0.0825432539479564
"293",1,293,293,2.81136436256934,0.0977085574745411
"294",1,294,294,2.81331535739118,0.0988414284849659
"295",1,295,295,3.0816336607074,0.0797179754266848
"296",1,296,296,3.11336114620229,0.0975597795438132
"297",1,297,297,3.27781524995266,0.0801333851101103
"298",1,298,298,3.09531150211667,0.0850997673957672
"299",1,299,299,3.19308211331976,0.08499626390469
"300",1,300,300,3.26209549362824,0.0919299299903427
"301",1,301,301,2.96357678328534,0.0910643460406978
"302",1,302,302,2.99972078214826,0.0886300186719745
"303",1,303,303,3.33404461217224,0.083568538353727
"304",1,304,304,3.04838710819266,0.0943724312716344
"305",1,305,305,3.21448330086507,0.0875554764881309
"306",1,306,306,3.35023418373267,0.0832452155569092
"307",1,307,307,3.32293472968777,0.0884045114449956
"308",1,308,308,3.20746473136132,0.0892401626544517
"309",1,309,309,3.11746501755978,0.0854310951773156
"310",1,310,310,3.10730779351009,0.0903902765799254
"311",1,311,311,3.11576466741901,0.095481798043145
"312",1,312,312,3.20325903449068,0.0854618364422372
"313",1,313,313,3.19051609746725,0.0903680064959273
"314",1,314,314,3.52512578629662,0.0857746069883033
"315",1,315,315,3.44002940148421,0.0873568517706328
"316",1,316,316,3.23696419702138,0.0920578429726908
"317",1,317,317,3.28643729196147,0.0834919819101612
"318",1,318,318,2.96912295294913,0.0921443472597367
"319",1,319,319,3.5619409207478,0.0829359419448013
"320",1,320,320,3.12236598174655,0.0964853140688853
"321",1,321,321,3.22184625342656,0.0908517300234816
"322",1,322,322,3.30821968270282,0.0864267292996456
"323",1,323,323,3.32066573397195,0.0868867094059071
"324",1,324,324,3.07692784871231,0.0869578545694408
"325",1,325,325,3.23042600870176,0.0825175079919594
"326",1,326,326,3.15191154908305,0.0911991425040075
"327",1,327,327,3.24214610790973,0.0892205146928935
"328",1,328,328,3.53138391317669,0.0870364656493101
"329",1,329,329,3.19148985212588,0.0926981153011708
"330",1,330,330,2.8367999287704,0.081439423145139
"331",1,331,331,3.04876525496052,0.0947312449198733
"332",1,332,332,2.98360077499884,0.0916094471781018
"333",1,333,333,3.21093093670874,0.0828088956195125
"334",1,334,334,2.99580577903847,0.0952215638272094
"335",1,335,335,3.4343107449809,0.0837883617287212
"336",1,336,336,3.21729244151533,0.0853729722067922
"337",1,337,337,3.24344830033582,0.0912599182053032
"338",1,338,338,3.19921229680118,0.0863542785635262
"339",1,339,339,3.19585826097152,0.0869230205729348
"340",1,340,340,3.40811278992163,0.0890717105881164
"341",1,341,341,3.2513888241644,0.0857989208399039
"342",1,342,342,3.41201839558162,0.0867356133139265
"343",1,343,343,3.38197313966446,0.084365907453474
"344",1,344,344,3.07678338718584,0.0973764123717213
"345",1,345,345,3.05087460552284,0.0828940459281638
"346",1,346,346,2.7669569442923,0.0938243231802674
"347",1,347,347,3.20205173052402,0.0789368444796378
"348",1,348,348,3.02355654583729,0.0923951644942108
"349",1,349,349,3.13639925492618,0.0912404256870249
"350",1,350,350,3.33503240310322,0.0822020494709931
"351",1,351,351,3.11738401430303,0.092562443934828
"352",1,352,352,3.07845869579161,0.0901574440441416
"353",1,353,353,3.30587172339121,0.0827159243844042
"354",1,354,354,3.06574169789925,0.0960707549050965
"355",1,355,355,3.21595665141447,0.0854227004972544
"356",1,356,356,3.32036060655059,0.090379037239298
"357",1,357,357,3.30276039436507,0.080767265905458
"358",1,358,358,3.15221047013387,0.0870762663360514
"359",1,359,359,3.21498472570727,0.084075132846418
"360",1,360,360,3.13378237038615,0.0898749384423068
"361",1,361,361,3.08903816578775,0.0873973444364674
"362",1,362,362,3.34458018148776,0.0746017824428762
"363",1,363,363,3.14029879312746,0.0917359428301029
"364",1,364,364,3.13068338721508,0.08617437922653
"365",1,365,365,3.02553849350957,0.0886824884382234
"366",1,366,366,2.89219613897511,0.0896162160588301
"367",1,367,367,3.20788623114052,0.0829759389801514
"368",1,368,368,3.35897916353794,0.0917486214883076
"369",1,369,369,3.25670518162411,0.0914720677107016
"370",1,370,370,3.14315955998072,0.0850501496023429
"371",1,371,371,3.29317183098859,0.0906895108559572
"372",1,372,372,3.33288153465313,0.0842376388200494
"373",1,373,373,3.23862013384862,0.0893492197339391
"374",1,374,374,3.39500948357034,0.0873115845389068
"375",1,375,375,3.13854144837567,0.0868038166432469
"376",1,376,376,3.16539776130691,0.0851976947515447
"377",1,377,377,3.28216357111734,0.0895167969932436
"378",1,378,378,3.40642802989626,0.0862176102462589
"379",1,379,379,3.26867933495981,0.0847861326224391
"380",1,380,380,2.97823265986442,0.0926927363925859
"381",1,381,381,3.35243216403088,0.0837032502431498
"382",1,382,382,3.22186447281139,0.0918344507088926
"383",1,383,383,3.28211264274516,0.0823831259875227
"384",1,384,384,3.01429080317837,0.0941683871224724
"385",1,385,385,3.57704374496416,0.0796593623199168
"386",1,386,386,2.62599558357673,0.0965690461043128
"387",1,387,387,2.53395760265021,0.098258184250866
"388",1,388,388,3.06261231162257,0.0917562787614218
"389",1,389,389,3.07313567941443,0.0853685714008982
"390",1,390,390,3.29385215936463,0.0925118263941515
"391",1,391,391,3.3156007078822,0.0862542005540085
"392",1,392,392,3.30023608367915,0.0901599483859682
"393",1,393,393,3.54818345393744,0.0855210362201048
"394",1,394,394,3.42831289828997,0.0888110590150779
"395",1,395,395,3.47749958406591,0.0850509940906415
"396",1,396,396,3.64472867564827,0.081520552264418
"397",1,397,397,2.9792629323529,0.0940867886659024
"398",1,398,398,3.57813167756819,0.0858467356959905
"399",1,399,399,2.93270791522805,0.0894510142537037
"400",1,400,400,2.98870593577858,0.086557068629243
"401",1,401,401,3.06015644177448,0.086865970821222
"402",1,402,402,3.3886234722394,0.0857783371100041
"403",1,403,403,3.27084102202457,0.0821222908682897
"404",1,404,404,3.11585905828026,0.0958343159795722
"405",1,405,405,3.47473657148857,0.0796404633786401
"406",1,406,406,3.60715942277008,0.0969300884634413
"407",1,407,407,3.56909371515444,0.0972285709027827
"408",1,408,408,2.96755137295863,0.0874540317542487
"409",1,409,409,3.06975631060295,0.0895351448039689
"410",1,410,410,3.28412732039498,0.0912786090268405
"411",1,411,411,3.27181940428964,0.0862504643131626
"412",1,412,412,3.22865382616939,0.0904450048438237
"413",1,413,413,3.11485891999434,0.0885075227093102
"414",1,414,414,3.14053837848655,0.0877054137226023
"415",1,415,415,3.21510982512266,0.0875330979965576
"416",1,416,416,3.206239689999,0.0905953895661089
"417",1,417,417,3.34909517479238,0.090566377503636
"418",1,418,418,3.10244196828966,0.093616665839263
"419",1,419,419,3.07391989142711,0.0825966873774375
"420",1,420,420,3.04602114644609,0.0871694329868884
"421",1,421,421,3.05344045099469,0.0896442342863977
"422",1,422,422,3.19619962162089,0.0839590794658072
"423",1,423,423,2.97029816675254,0.0879935109229768
"424",1,424,424,2.92690593308096,0.086386441085301
"425",1,425,425,3.46260235343778,0.0894233211861235
"426",1,426,426,3.03560838709605,0.0863859367536552
"427",1,427,427,3.40111019003351,0.0813700525899673
"428",1,428,428,2.72955041328232,0.0942638230940322
"429",1,429,429,3.24006934958797,0.081663156782865
"430",1,430,430,3.31904620214334,0.074426612113887
"431",1,431,431,3.24495330254003,0.0997026547340474
"432",1,432,432,3.10503812241434,0.0828404916567966
"433",1,433,433,3.24572396323888,0.0811673655757512
"434",1,434,434,3.37139803579169,0.0914051436391627
"435",1,435,435,3.18708672091952,0.082065377796235
"436",1,436,436,3.23428325030669,0.0911318383042044
"437",1,437,437,3.01552469722382,0.092808601060532
"438",1,438,438,3.06424606467261,0.0945011470395194
"439",1,439,439,2.91130278795086,0.0915926528938771
"440",1,440,440,3.08149286997167,0.0841988864999654
"441",1,441,441,3.31703062027851,0.0912072249795044
"442",1,442,442,3.26145145354105,0.0833534952968773
"443",1,443,443,3.21320758528196,0.0954984578913511
"444",1,444,444,3.18796436422126,0.0958135868635024
"445",1,445,445,3.29009764459141,0.0804752784267824
"446",1,446,446,2.96056883228939,0.0921605287026076
"447",1,447,447,3.24208149962485,0.0854287863853265
"448",1,448,448,2.97153915695152,0.0903662099056125
"449",1,449,449,3.33318562108626,0.084645217789261
"450",1,450,450,3.1251745430629,0.0950229309167585
"451",1,451,451,3.23761874775113,0.0908273842298638
"452",1,452,452,3.21767649431821,0.0870774775851912
"453",1,453,453,2.95074290671468,0.0889880104960626
"454",1,454,454,3.11956264176487,0.086838716862435
"455",1,455,455,3.00885077782124,0.0887242721348662
"456",1,456,456,3.06524360792177,0.0889889167653265
"457",1,457,457,3.18594021538487,0.0807246863870912
"458",1,458,458,3.00455142773371,0.0849937058091472
"459",1,459,459,2.77580242966759,0.0915229170680538
"460",1,460,460,3.12830388252906,0.0841379793445657
"461",1,461,461,3.07953065317077,0.0811083586614046
"462",1,462,462,3.21713515057476,0.0815300819465804
"463",1,463,463,3.0311873403234,0.094797054688161
"464",1,464,464,3.41279103392068,0.082751865093269
"465",1,465,465,3.03429569336195,0.0968217790872454
"466",1,466,466,2.95304807953456,0.0902357640801486
"467",1,467,467,3.01581396456217,0.0890763933831341
"468",1,468,468,3.17520513039493,0.0875311412477837
"469",1,469,469,3.39132875306124,0.0871679672540037
"470",1,470,470,3.28100454091098,0.0840513211557104
"471",1,471,471,3.0086657605758,0.0927307824674223
"472",1,472,472,2.99609607763908,0.0851678864999971
"473",1,473,473,3.15268793027411,0.0842395639808891
"474",1,474,474,3.28456207261699,0.0867849176521646
"475",1,475,475,3.25176528937686,0.0774303633789874
"476",1,476,476,3.25850361815589,0.0808107150195937
"477",1,477,477,3.07745327361674,0.0902753228009009
"478",1,478,478,3.01311269850983,0.0942374660155706
"479",1,479,479,3.31377238033474,0.0814393513216984
"480",1,480,480,3.0248858306343,0.0907853969246522
"481",1,481,481,3.43570050421316,0.0851187328827485
"482",1,482,482,3.15559841021558,0.0939155536432647
"483",1,483,483,3.56110958332431,0.077367285969966
"484",1,484,484,2.89931141638377,0.0996589310378397
"485",1,485,485,3.00487173816554,0.0825960117893216
"486",1,486,486,2.93570733062657,0.0956895233302084
"487",1,487,487,2.77266349255351,0.0884702662699201
"488",1,488,488,3.00212872665406,0.08771508752553
"489",1,489,489,3.11771856284006,0.0893982158621037
"490",1,490,490,3.348973349935,0.0900882800195146
"491",1,491,491,3.30883232281086,0.0738351637643769
"492",1,492,492,3.41029996862672,0.0740824318253507
"493",1,493,493,3.44999078215022,0.0781281595012472
"494",1,494,494,3.54795038749068,0.082138528445325
"495",1,495,495,3.40311356347282,0.0918779200843125
"496",1,496,496,3.25539174381786,0.0894352023371904
"497",1,497,497,2.899507485535,0.0917471492243396
"498",1,498,498,3.30712298555518,0.0862125790454387
"499",1,499,499,3.04566385084479,0.0878795440157797
"500",1,500,500,2.95639510244518,0.0852715122547397
"501",1,501,501,2.93133885980219,0.0839836038885268
"502",1,502,502,3.35286761821985,0.0936842958699892
"503",1,503,503,3.40223965481199,0.0848978353861297
"504",1,504,504,3.50912290328738,0.0902141603484281
"505",1,505,505,3.25814804712579,0.0855381708277521
"506",1,506,506,3.30104616804559,0.0856020237042534
"507",1,507,507,3.05586027937459,0.0908353779923902
"508",1,508,508,3.12153881723143,0.0813158226036016
"509",1,509,509,3.10888035017605,0.0979139954603568
"510",1,510,510,3.26117729691027,0.0895936305096358
"511",1,511,511,3.35144967225888,0.0893580367393099
"512",1,512,512,3.21268868339973,0.0871076956979401
"513",1,513,513,3.27263585305337,0.0847660493699987
"514",1,514,514,3.28575067084941,0.0832285079248457
"515",1,515,515,3.13971490887572,0.0922426563503912
"516",1,516,516,3.32793502753543,0.0817780818771003
"517",1,517,517,3.17186053688059,0.0867678838625818
"518",1,518,518,3.49902327439875,0.0888799593045175
"519",1,519,519,3.44357858365149,0.0868981763110473
"520",1,520,520,3.49294307253399,0.0864125348529053
"521",1,521,521,3.17129977478548,0.0880511097687725
"522",1,522,522,3.35770184265649,0.0889867422758825
"523",1,523,523,3.12616249778048,0.0902484672071585
"524",1,524,524,3.31350503243388,0.0841035930117505
"525",1,525,525,3.15265763088256,0.0863788355630391
"526",1,526,526,3.33603915428198,0.0893823694603435
"527",1,527,527,3.24077583238609,0.085634736433283
"528",1,528,528,3.19074945899788,0.0862186318553621
"529",1,529,529,3.33841091893331,0.0894598870932067
"530",1,530,530,3.32356224763051,0.0860714517933573
"531",1,531,531,3.12799096241781,0.0900353203810059
"532",1,532,532,3.29493839153075,0.0853143166058068
"533",1,533,533,3.16362449897052,0.084131887953147
"534",1,534,534,3.2670884030325,0.0784721788213518
"535",1,535,535,3.15291563629428,0.082288448234096
"536",1,536,536,2.88571615117743,0.095131570236837
"537",1,537,537,3.06819614394588,0.0910399489416113
"538",1,538,538,3.04177554996539,0.0858796688003385
