,datetime,Year,Month,Day,tmax,tmin,tmean,precip,season,days_since_aug_1,tmin_avg_14,tmax_avg_14,tmean_avg_14,precip_total_14,tmin_avg_7,tmax_avg_7,tmean_avg_7,precip_total_7,temp_swing,temp_swing_cumulative_14,temp_swing_cumulative_7,tmin_t-1,tmax_t-1,tmean_t-1,precip_t-1,tmin_t-2,tmax_t-2,tmean_t-2,precip_t-2,sunlight,sunlight_14_total,sunlight_7_total,DD_10,DD_9,DD_8,DD_7,DD_6,DD_5,DD_0,DD_10_14,DD_9_14,DD_8_14,DD_7_14,DD_6_14,DD_5_14,DD_0_14,DD_10_sum,DD_9_sum,DD_8_sum,DD_7_sum,DD_6_sum,DD_5_sum,DD_0_sum,tmax_delta,tmax_delta_14,tmin_delta,tmin_delta_14,tmean_delta,tmean_delta_14,DD_10_delta,DD_10_delta_14,DD_9_delta,DD_9_delta_14,DD_8_delta,DD_8_delta_14,DD_7_delta,DD_7_delta_14,DD_6_delta,DD_6_delta_14,DD_5_delta,DD_5_delta_14,DD_0_delta,DD_0_delta_14,DD_5_delta_test,tmax_avg_14_delta_test,tmin_avg_14_delta_test,sunlight_delta,sunlight_delta_14
10,2012-10-11,2012,10,11,17.4,1.2,9.3,0.0,1,71,3.2142857142857144,19.735714285714284,11.5,-4.440892098500626e-16,0.45714285714285713,16.914285714285715,8.700000000000001,0.0,16.2,233.9,119.19999999999999,0.8,18.5,9.7,0.0,2.9,18.5,10.7,0.0,11.305277777777778,163.54611111111112,80.6825,0.0,0.3000000000000007,1.3000000000000007,2.3000000000000007,3.3000000000000007,4.300000000000001,0.0,26.4,34.9,45.1,58.3,72.3,86.3,0.0,184.8,219.6,256.8,297.0,338.0,379.0,0.0,-1.1000000000000014,-3.3999999999999986,0.3999999999999999,-5.999999999999999,-0.3999999999999986,-4.700000000000001,0.0,-4.4,-0.3999999999999986,-4.700000000000001,-0.3999999999999986,-4.700000000000001,-0.3999999999999986,-4.700000000000001,-0.3999999999999986,-4.700000000000001,-0.3999999999999986,-4.700000000000001,0.0,0.0,-67.40000000000002,-5.18571428571429,-3.2571428571428562,-0.043888888888888644,-0.6224999999999987
11,2012-10-12,2012,10,12,19.0,5.9,12.5,0.0,1,72,2.7857142857142856,19.49285714285714,11.164285714285715,-4.440892098500626e-16,0.35714285714285715,17.385714285714286,8.885714285714286,0.0,13.1,232.4,118.39999999999999,1.2,17.4,9.3,0.0,0.8,18.5,9.7,0.0,11.261388888888888,162.92361111111111,80.3725,2.5,3.5,4.5,5.5,6.5,7.5,0.0,22.8,30.6,40.8,54.00000000000001,68.0,82.0,0.0,187.3,223.1,261.3,302.5,344.5,386.5,0.0,1.6000000000000014,-5.0,4.7,-3.4999999999999996,3.1999999999999993,-4.299999999999999,2.5,-3.5999999999999996,3.1999999999999993,-4.299999999999999,3.1999999999999993,-4.299999999999999,3.1999999999999993,-4.299999999999999,3.1999999999999993,-4.299999999999999,3.1999999999999993,-4.299999999999999,0.0,0.0,-71.4,-5.492857142857147,-4.121428571428571,-0.04388888888889042,-0.6216666666666661
12,2012-10-13,2012,10,13,15.3,10.3,12.8,0.0,1,73,2.5357142857142856,19.135714285714283,10.857142857142858,-4.440892098500626e-16,0.6428571428571429,17.557142857142857,9.114285714285714,0.0,5.0,226.10000000000002,115.30000000000001,5.9,19.0,12.5,0.0,1.2,17.4,9.3,0.0,11.2175,162.30194444444444,80.06305555555555,2.8000000000000007,3.8000000000000007,4.800000000000001,5.800000000000001,6.800000000000001,7.800000000000001,0.0,21.0,28.8,39.0,52.2,66.2,80.19999999999999,0.0,190.1,226.9,266.1,308.3,351.3,394.3,0.0,-3.6999999999999993,-5.0,4.4,1.3000000000000012,0.3000000000000007,-1.8000000000000007,0.3000000000000007,-1.8000000000000007,0.3000000000000007,-1.8000000000000007,0.3000000000000007,-1.8000000000000007,0.3000000000000007,-1.8000000000000007,0.3000000000000007,-1.8000000000000007,0.3000000000000007,-1.8000000000000007,0.0,0.0,-72.00000000000003,-5.75714285714286,-4.421428571428571,-0.043888888888888644,-0.6208333333333336
13,2012-10-14,2012,10,14,17.9,10.6,14.3,0.0,1,74,2.628571428571429,18.77857142857143,10.728571428571428,-4.440892098500626e-16,1.5714285714285714,18.04285714285714,9.828571428571427,0.0,7.299999999999999,213.8,104.10000000000001,10.3,15.3,12.8,0.0,5.9,19.0,12.5,0.0,11.173888888888888,161.6811111111111,79.75416666666666,4.300000000000001,5.300000000000001,6.300000000000001,7.300000000000001,8.3,9.3,0.0,16.8,24.6,34.800000000000004,48.0,62.0,76.0,0.0,194.4,232.20000000000002,272.40000000000003,315.6,359.6,403.6,0.0,2.599999999999998,-10.3,0.29999999999999893,2.0000000000000004,1.5,-4.199999999999999,1.5,-4.199999999999999,1.5,-4.199999999999999,1.5,-4.199999999999999,1.5,-4.199999999999999,1.5,-4.199999999999999,1.5,-4.199999999999999,0.0,0.0,-77.5,-5.87142857142857,-4.4,-0.04361111111111171,-0.620000000000001
14,2012-10-15,2012,10,15,19.8,9.2,14.5,0.0,1,75,2.7714285714285714,18.04285714285714,10.428571428571429,-4.440892098500626e-16,2.9857142857142853,17.857142857142858,10.442857142857141,0.0,10.600000000000001,204.4,92.60000000000001,10.6,17.9,14.3,0.0,10.3,15.3,12.8,0.0,11.13027777777778,161.0611111111111,79.44583333333333,4.5,5.5,6.5,7.5,8.5,9.5,0.0,17.3,25.1,35.300000000000004,48.50000000000001,62.50000000000001,76.5,0.0,198.9,237.70000000000002,278.90000000000003,323.1,368.1,413.1,0.0,1.9000000000000021,-4.200000000000003,-1.4000000000000004,5.199999999999999,0.1999999999999993,0.5,0.1999999999999993,0.5,0.1999999999999993,0.5,0.1999999999999993,0.5,0.1999999999999993,0.5,0.1999999999999993,0.5,0.1999999999999993,0.5,0.0,0.0,-73.4,-6.5428571428571445,-4.5,-0.04361111111110816,-0.6191666666666684
15,2012-10-16,2012,10,16,15.9,9.6,12.8,0.0,1,76,3.142857142857143,17.742857142857144,10.464285714285714,-4.440892098500626e-16,4.6571428571428575,17.885714285714286,11.3,0.0,6.300000000000001,198.3,85.5,9.2,19.8,14.5,0.0,10.6,17.9,14.3,0.0,11.086944444444445,160.44194444444443,79.13805555555555,2.8000000000000007,3.8000000000000007,4.800000000000001,5.800000000000001,6.800000000000001,7.800000000000001,0.0,17.3,25.1,35.300000000000004,48.5,62.5,76.5,0.0,201.70000000000002,241.5,283.7,328.90000000000003,374.90000000000003,420.90000000000003,0.0,-3.9000000000000004,-3.0,0.40000000000000036,3.0999999999999996,-1.6999999999999993,0.0,-1.6999999999999993,0.0,-1.6999999999999993,0.0,-1.6999999999999993,0.0,-1.6999999999999993,0.0,-1.6999999999999993,0.0,-1.6999999999999993,0.0,0.0,0.0,-71.9,-6.614285714285714,-3.842857142857144,-0.04333333333333478,-0.6180555555555536
16,2012-10-17,2012,10,17,14.5,-1.2,6.7,0.0,1,77,3.364285714285714,17.52857142857143,10.464285714285714,-4.440892098500626e-16,5.8428571428571425,18.057142857142857,11.971428571428573,0.0,15.7,191.4,76.19999999999999,9.6,15.9,12.8,0.0,9.2,19.8,14.5,0.0,11.043888888888889,159.8238888888889,78.83083333333335,0.0,0.0,0.0,0.0,0.7000000000000002,1.7000000000000002,0.0,17.6,25.400000000000002,35.6,48.8,62.8,76.8,0.0,201.70000000000002,241.5,283.7,328.90000000000003,375.6,422.6,0.0,-1.4000000000000004,-3.200000000000001,-10.799999999999999,3.6999999999999997,-6.1000000000000005,0.3000000000000007,-2.8000000000000007,0.3000000000000007,-3.8000000000000007,0.3000000000000007,-4.800000000000001,0.3000000000000007,-5.800000000000001,0.3000000000000007,-6.1000000000000005,0.3000000000000007,-6.1000000000000005,0.3000000000000007,0.0,0.0,-69.99999999999999,-6.685714285714287,-3.55,-0.04305555555555607,-0.6169444444444441
17,2012-10-18,2012,10,18,15.7,9.6,12.7,0.0,1,78,3.6285714285714286,17.3,10.485714285714284,-4.440892098500626e-16,6.8,17.685714285714287,12.271428571428572,0.0,6.1,193.4,74.2,-1.2,14.5,6.7,0.0,9.6,15.9,12.8,0.0,11.000555555555556,159.20694444444445,78.52444444444444,2.6999999999999993,3.6999999999999993,4.699999999999999,5.699999999999999,6.699999999999999,7.699999999999999,0.0,17.6,25.400000000000002,35.2,47.4,61.1,75.10000000000001,0.0,204.4,245.20000000000002,288.40000000000003,334.6,382.3,430.3,0.0,1.1999999999999993,-0.6999999999999993,10.799999999999999,-2.6999999999999993,5.999999999999999,-1.7000000000000002,2.6999999999999993,0.0,3.6999999999999993,0.0,4.699999999999999,-0.40000000000000036,5.699999999999999,-1.4000000000000004,5.999999999999999,-1.7000000000000002,5.999999999999999,-1.7000000000000002,0.0,0.0,-63.499999999999986,-6.535714285714285,-3.4357142857142864,-0.043333333333333,-0.6152777777777771
18,2012-10-19,2012,10,19,16.4,8.8,12.6,0.0,1,79,3.435714285714286,17.25,10.364285714285716,-4.440892098500626e-16,6.514285714285714,17.114285714285714,11.842857142857143,0.0,7.599999999999998,182.5,64.1,9.6,15.7,12.7,0.0,-1.2,14.5,6.7,0.0,10.957777777777778,158.59166666666667,78.21916666666667,2.5999999999999996,3.5999999999999996,4.6,5.6,6.6,7.6,0.0,20.3,29.1,39.900000000000006,52.400000000000006,66.10000000000001,80.10000000000001,0.0,207.0,248.8,293.0,340.2,388.90000000000003,437.90000000000003,0.0,0.6999999999999993,-0.5,-0.7999999999999989,10.399999999999999,-0.09999999999999964,4.999999999999999,-0.09999999999999964,2.6999999999999993,-0.09999999999999964,3.6999999999999993,-0.09999999999999964,4.699999999999999,-0.09999999999999964,4.999999999999999,-0.09999999999999964,4.999999999999999,-0.09999999999999964,4.999999999999999,0.0,0.0,-48.8,-5.814285714285713,-3.2285714285714295,-0.04277777777777736,-0.6141666666666659
19,2012-10-20,2012,10,20,12.4,2.6,7.5,0.0,1,80,4.178571428571429,17.214285714285715,10.721428571428572,-4.440892098500626e-16,7.714285714285714,16.871428571428574,12.328571428571431,0.0,9.8,173.9,58.6,8.8,16.4,12.6,0.0,9.6,15.7,12.7,0.0,10.915,157.97750000000002,77.91444444444444,0.0,0.0,0.0,0.5,1.5,2.5,0.0,22.9,32.7,44.5,57.50000000000001,71.2,85.2,0.0,207.0,248.8,293.0,340.7,390.40000000000003,440.40000000000003,0.0,-3.9999999999999982,0.7999999999999989,-6.200000000000001,9.400000000000002,-5.1,5.1,-2.5999999999999996,2.5999999999999996,-3.5999999999999996,3.5999999999999996,-4.6,4.6,-5.1,5.1,-5.1,5.1,-5.1,5.1,0.0,0.0,-35.39999999999999,-5.185714285714283,-1.7714285714285714,-0.042777777777779136,-0.6125000000000007
20,2012-10-21,2012,10,21,7.9,-2.6,2.7,0.0,1,81,4.8500000000000005,17.271428571428572,11.085714285714285,-4.440892098500626e-16,8.12857142857143,16.5,12.342857142857143,0.0,10.5,167.5,63.4,2.6,12.4,7.5,0.0,8.8,16.4,12.6,0.0,10.8725,157.365,77.61083333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.9,32.7,44.0,56.50000000000001,70.2,84.2,0.0,207.0,248.8,293.0,340.7,390.40000000000003,440.40000000000003,0.0,-4.5,-4.200000000000001,-5.2,2.200000000000001,-4.8,-1.0,0.0,0.0,0.0,0.0,0.0,-0.5,-0.5,-1.0,-1.5,-1.0,-2.5,-1.0,0.0,0.0,-28.799999999999997,-4.442857142857143,-0.5999999999999996,-0.04249999999999865,-0.6108333333333338
21,2012-10-22,2012,10,22,8.1,0.5,4.3,0.0,1,82,5.007142857142857,16.97142857142857,11.014285714285714,-4.440892098500626e-16,7.028571428571428,16.085714285714285,11.585714285714285,0.0,7.6,159.20000000000002,66.6,-2.6,7.9,2.7,0.0,2.6,12.4,7.5,0.0,10.83,156.75416666666666,77.30833333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.9,32.7,43.7,55.2,67.9,80.9,0.0,207.0,248.8,293.0,340.7,390.40000000000003,440.40000000000003,0.0,0.1999999999999993,-9.799999999999999,3.1,-1.5,1.5999999999999996,-5.6000000000000005,0.0,0.0,0.0,0.0,0.0,-0.3000000000000007,0.0,-1.3000000000000007,0.0,-2.3000000000000007,0.0,-3.3000000000000007,0.0,0.0,-24.39999999999999,-4.150000000000002,0.042857142857142705,-0.042500000000000426,-0.6091666666666651
22,2012-10-23,2012,10,23,5.7,2.8,4.3,0.0,1,83,4.8999999999999995,16.27142857142857,10.614285714285716,-4.440892098500626e-16,5.142857142857143,14.657142857142857,9.928571428571429,0.0,2.9000000000000004,149.1,63.6,0.5,8.1,4.3,0.0,-2.6,7.9,2.7,0.0,10.787777777777778,156.145,77.00694444444446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.9,31.9,41.900000000000006,52.400000000000006,64.1,76.1,0.0,207.0,248.8,293.0,340.7,390.40000000000003,440.40000000000003,0.0,-2.3999999999999995,-10.500000000000002,2.3,-0.3999999999999999,0.0,-5.500000000000001,0.0,0.0,0.0,-0.8000000000000007,0.0,-1.8000000000000007,0.0,-2.8000000000000007,0.0,-3.8000000000000007,0.0,-4.800000000000001,0.0,0.0,-23.000000000000014,-4.407142857142858,0.5857142857142854,-0.04222222222222172,-0.6074999999999999
23,2012-10-24,2012,10,24,5.2,3.3,4.3,0.0,1,84,4.871428571428571,15.52142857142857,10.221428571428572,-4.440892098500626e-16,3.9,12.985714285714286,8.471428571428572,0.0,1.9000000000000004,136.4,60.199999999999996,2.8,5.7,4.3,0.0,0.5,8.1,4.3,0.0,10.745833333333334,155.5375,76.70666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.200000000000003,30.200000000000003,39.2,48.7,59.4,70.4,0.0,207.0,248.8,293.0,340.7,390.40000000000003,440.40000000000003,0.0,-0.5,-12.8,0.5,-0.10000000000000009,0.0,-6.3999999999999995,0.0,-0.6999999999999993,0.0,-1.6999999999999993,0.0,-2.6999999999999993,0.0,-3.6999999999999993,0.0,-4.699999999999999,0.0,-5.699999999999999,0.0,0.0,-20.599999999999994,-4.65,0.9357142857142855,-0.041944444444444784,-0.6055555555555561
24,2012-10-25,2012,10,25,9.0,1.3,5.2,0.0,1,85,4.864285714285715,14.607142857142858,9.764285714285716,-4.440892098500626e-16,2.9285714285714293,11.528571428571427,7.257142857142857,0.0,7.7,120.60000000000001,46.400000000000006,3.3,5.2,4.3,0.0,2.8,5.7,4.3,0.0,10.704166666666667,154.93194444444444,76.4075,0.0,0.0,0.0,0.0,0.0,0.20000000000000018,0.0,22.200000000000003,29.5,37.5,46.00000000000001,55.7,65.7,0.0,207.0,248.8,293.0,340.7,390.40000000000003,440.6,0.0,3.8,-13.3,-1.9999999999999998,2.4999999999999996,0.9000000000000004,-5.3999999999999995,0.0,0.0,0.0,-0.6999999999999993,0.0,-1.6999999999999993,0.0,-2.6999999999999993,0.0,-3.6999999999999993,0.20000000000000018,-4.699999999999999,0.0,0.0,-20.599999999999994,-5.128571428571426,1.6500000000000004,-0.041666666666666075,-0.6033333333333335
25,2012-10-26,2012,10,26,6.6,1.6,4.1,0.0,1,86,5.042857142857144,13.657142857142857,9.378571428571428,-4.440892098500626e-16,3.5714285714285716,10.2,6.914285714285713,0.0,5.0,112.10000000000001,48.0,1.3,9.0,5.2,0.0,3.3,5.2,4.3,0.0,10.662777777777778,154.32861111111112,76.10944444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.200000000000003,29.200000000000003,36.2,43.7,52.4,61.6,0.0,207.0,248.8,293.0,340.7,390.40000000000003,440.6,0.0,-2.4000000000000004,-8.399999999999999,0.30000000000000004,0.09999999999999987,-1.1000000000000005,-4.1000000000000005,0.0,0.0,0.0,-0.3000000000000007,0.0,-1.3000000000000007,0.0,-2.3000000000000007,0.0,-3.3000000000000007,-0.20000000000000018,-4.1000000000000005,0.0,0.0,-20.4,-5.835714285714284,2.257142857142858,-0.04138888888888914,-0.6011111111111109
26,2012-10-27,2012,10,27,7.0,3.7,5.4,0.6,1,87,5.05,13.057142857142855,9.085714285714285,-4.440892098500626e-16,2.3857142857142857,9.242857142857144,5.8428571428571425,0.0,3.3,104.0,45.4,1.6,6.6,4.1,0.0,1.3,9.0,5.2,0.0,10.62138888888889,153.7275,75.81305555555556,0.0,0.0,0.0,0.0,0.0,0.40000000000000036,0.0,19.700000000000003,25.700000000000003,31.7,38.2,45.9,54.1,0.0,207.0,248.8,293.0,340.7,390.40000000000003,441.0,0.0,0.40000000000000036,-12.4,2.1,-4.300000000000001,1.3000000000000007,-8.4,0.0,-2.5,0.0,-3.5,0.0,-4.5,0.0,-5.5,0.0,-6.5,0.40000000000000036,-7.5,0.0,0.0,-26.099999999999987,-6.078571428571427,2.5142857142857142,-0.04138888888888914,-0.5986111111111097
