"","predLTE1","predLTE2","predLTE3","daynum","twoDayAvg","tdiff","scale","date"
"81",-24.7881649631066,-24.7881649631066,-23.8701955115576,81,1.7,2.8604,0.6,2016-01-08
"82",-24.7281649631066,-24.7281649631066,-23.8101955115576,82,1.55,2.6704,0.6,2016-01-09
"83",-24.6681649631066,-24.6681649631066,-23.7501955115576,83,1.35,2.4268,0.6,2016-01-10
"84",-24.6081649631066,-24.6081649631066,-23.6901955115576,84,1.35,2.3796,0.6,2016-01-11
"85",-24.5481649631066,-24.5481649631066,-23.6301955115576,85,1.3,2.2788,0.6,2016-01-12
"86",-24.4881649631066,-24.4881649631066,-23.5701955115576,86,2.05,2.9744,0.6,2016-01-13
"87",-24.4281649631066,-24.4281649631066,-23.5101955115576,87,1.3,2.1664,0.6,2016-01-14
"88",-24.5281649631066,-24.5281649631066,-23.5801955115576,88,-1.35,-0.5551,-1,2016-01-15
"89",-24.5581649631066,-24.5581649631066,-23.6011955115576,89,-1.2,-0.4393,-1,2016-01-16
"90",-24.5381649631066,-24.5381649631066,-23.5811955115576,90,1.25,1.9951,0.2,2016-01-17
"91",-24.4381649631066,-24.4381649631066,-23.4811955115576,91,2.45,3.1483,1,2016-01-18
"92",-24.3781649631066,-24.3781649631066,-23.4211955115576,92,2.25,2.8998,0.6,2016-01-19
"93",-24.3181649631066,-24.3181649631066,-23.3611955115576,93,2.4,2.9996,0.6,2016-01-20
"94",-24.2181649631066,-24.2181649631066,-23.2611955115576,94,3.35,3.8977,1,2016-01-21
"95",-24.0881649631066,-24.0881649631066,-23.1311955115576,95,5,5.4941,1.3,2016-01-22
"96",-23.9781649631066,-23.9781649631066,-23.0211955115576,96,3.85,4.2888,1.1,2016-01-23
"97",-23.9181649631066,-23.9181649631066,-22.9611955115576,97,2.05,2.4318,0.6,2016-01-24
"98",-23.8581649631066,-23.8581649631066,-22.9011955115576,98,2.05,2.3731,0.6,2016-01-25
"99",-23.7981649631066,-23.7981649631066,-22.8411955115576,99,2.3,2.5627,0.6,2016-01-26
"100",-23.6881649631066,-23.6881649631066,-22.7311955115576,100,3.9,4.1006,1.1,2016-01-27
"101",-23.5581649631066,-23.5581649631066,-22.6011955115576,101,5.2,5.3368,1.3,2016-01-28
"102",-23.4481649631066,-23.4481649631066,-22.4911955115576,102,4.25,4.3213,1.1,2016-01-29
"103",-23.3881649631066,-23.3881649631066,-22.4311955115576,103,2.75,2.7541,0.6,2016-01-30
"104",-23.3281649631066,-23.3281649631066,-22.3711955115576,104,2.1,2.0352,0.6,2016-01-31
"105",-23.3081649631066,-23.3081649631066,-22.3511955115576,105,1.15,1.0146,0.2,2016-02-01
"106",-23.4331649631066,-23.4331649631066,-22.4761955115576,106,-0.8,-1.0077,-1.25,2016-02-02
"107",-23.5931649631066,-23.5931649631066,-22.6361955115576,107,-2.85,-3.1317,-1.6,2016-02-03
"108",-23.7181649631066,-23.7181649631066,-22.7611955115576,108,-0.7,-1.0574,-1.25,2016-02-04
"109",-23.6581649631066,-23.6581649631066,-22.7011955115576,109,3.05,2.6152,0.6,2016-02-05
"110",-23.5981649631066,-23.5981649631066,-22.6411955115576,110,3,2.4861,0.6,2016-02-06
"111",-23.4881649631066,-23.4881649631066,-22.5311955115576,111,0.6,0.00529999999999997,1.1,2016-02-07
"112",-23.3831649631066,-23.3831649631066,-22.4261955115576,112,-0.3,-0.9772,1.05,2016-02-08
"113",-23.2781649631066,-23.2781649631066,-22.3211955115576,113,0.25,-0.5114,1.05,2016-02-09
"114",-23.1681649631066,-23.1681649631066,-22.2111955115576,114,1.05,0.2027,1.1,2016-02-10
"115",-23.0481649631066,-23.0481649631066,-22.0911955115576,115,2.3,1.3651,1.2,2016-02-11
"116",-22.8881649631066,-22.8881649631066,-21.9311955115576,116,4.05,3.0258,1.6,2016-02-12
"117",-22.6881649631066,-22.6881649631066,-21.7311955115576,117,5.15,4.0348,2,2016-02-13
"118",-22.5281649631066,-22.5281649631066,-21.5711955115576,118,5.1,3.8921,1.6,2016-02-14
"119",-22.3281649631066,-22.3281649631066,-21.3711955115576,119,5.8,4.4977,2,2016-02-15
"120",-22.1281649631066,-22.1281649631066,-21.1711955115576,120,6.4,5.0016,2,2016-02-16
"121",-21.9281649631066,-21.9281649631066,-20.9711955115576,121,5.55,4.0538,2,2016-02-17
"122",-21.7881649631066,-21.7881649631066,-20.8311955115576,122,4.5,2.9043,1.4,2016-02-18
"123",-21.6481649631066,-21.6481649631066,-20.6911955115576,123,3.75,2.0531,1.4,2016-02-19
"124",-21.5081649631066,-21.5081649631066,-20.5511955115576,124,4.4,2.6002,1.4,2016-02-20
"125",-21.3881649631066,-21.3881649631066,-20.4311955115576,125,3.7,1.7956,1.2,2016-02-21
"126",-21.2643788479546,-21.2643788479546,-20.3074093964056,126,3.05,1.0393,1.2,2016-02-22
"127",-21.1467494620146,-21.1467494620146,-20.1897800104656,127,2.2,0.0813000000000001,1.1,2016-02-23
"128",-21.0913325223146,-21.0913325223146,-20.1343630707656,128,1,-1.2284,0.5,2016-02-24
"129",-20.9707376398646,-20.9707376398646,-20.0137681883156,129,1.75,-0.5898,1.05,2016-02-25
"130",-20.8457940183626,-20.8457940183626,-19.8888245668136,130,1.75,-0.7029,1.05,2016-02-26
"131",-20.6978798593706,-20.6978798593706,-19.7409104078216,131,4.25,1.6823,1.2,2016-02-27
"132",-20.5191574808506,-20.5191574808506,-19.5621880293016,132,5.4,2.7158,1.4,2016-02-28
"133",-20.5191574808506,-20.5191574808506,-19.5621880293016,133,5.3,2.5285,0,2016-02-29
"134",-20.3275643484906,-20.3275643484906,-19.3705948969416,134,5.1,2.269,1.4,2016-03-01
"135",-20.1292480590746,-20.1292480590746,-19.1722786075256,135,5.3,2.3777,1.4,2016-03-02
"136",-19.7774135302106,-19.7774135302106,-18.8204440786615,136,7.1,4.0561,2.4,2016-03-03
"137",-19.5043807602506,-19.5043807602506,-18.5474113087016,137,6.65,3.4828,1.8,2016-03-04
"138",-19.1277754026506,-19.1277754026506,-18.1708059511016,138,8.7,5.4078,2.4,2016-03-05
"139",-18.4785643954505,-18.4785643954505,-17.5215949439015,139,11.05,7.6311,4,2016-03-06
"140",-18.0757498795146,-18.0757498795146,-17.1187804279656,140,7.95,4.4027,2.4,2016-03-07
"141",-17.8675117920426,-17.8675117920426,-16.9105423404936,141,5.45,1.7726,1.2,2016-03-08
"142",-17.6612215989526,-17.6612215989526,-16.7042521474036,142,4.6,0.7908,1.15,2016-03-09
"143",-17.4016679776326,-17.4016679776326,-16.4446985260836,143,6.55,2.6073,1.4,2016-03-10
"144",-17.0568371316726,-17.0568371316726,-16.0998676801236,144,7.2,3.1221,1.8,2016-03-11
"145",-16.8193361642646,-16.8193361642646,-15.8623667127156,145,5.6,1.3852,1.2,2016-03-12
"146",-16.5842385169906,-16.5842385169906,-15.6272690654416,146,4.75,0.3966,1.15,2016-03-13
"147",-16.3414488667406,-16.3414488667406,-15.3844794151916,147,4.6,0.1063,1.15,2016-03-14
"148",-16.0907643703506,-16.0907643703506,-15.1337949188016,148,5.45,0.814299999999999,1.15,2016-03-15
"149",-15.8432303378906,-15.8432303378906,-14.8862608863416,149,3.85,-0.9507,1.1,2016-03-16
"150",-15.5993598095486,-15.5993598095486,-14.6423903579996,150,3.3,-1.6626,1.05,2016-03-17
"151",-15.3477067379906,-15.3477067379906,-14.3907372864416,151,3.5,-1.5998,1.05,2016-03-18
"152",-15.0880735242206,-15.0880735242206,-14.1311040726716,152,3.6,-1.6384,1.05,2016-03-19
"153",-14.8075064204806,-14.8075064204806,-13.8505369689316,153,4.55,-0.8284,1.1,2016-03-20
"154",-14.4918507752806,-14.4918507752806,-13.5348813237316,154,7.05,1.5302,1.2,2016-03-21
"155",-14.0036389690486,-14.0036389690486,-13.0466695174996,155,8.85,3.1874,1.8,2016-03-22
"156",-13.6681055468565,-13.6681055468565,-12.7111360953075,156,7.3,1.4932,1.2,2016-03-23
"157",-13.3366795329866,-13.3366795329866,-12.3797100814376,157,6.85,0.8976,1.15,2016-03-24
"158",-12.9802941991466,-12.9802941991466,-12.0233247475976,158,7.65,1.5506,1.2,2016-03-25
"159",-12.6284081493366,-12.6284081493366,-11.6714386977876,159,6.7,0.4522,1.15,2016-03-26
"160",-12.2659284271306,-12.2659284271306,-11.3089589755816,160,7,0.6024,1.15,2016-03-27
"161",-11.8926080713165,-11.8926080713165,-10.9356386197675,161,7.25,0.7012,1.15,2016-03-28
"162",-11.5249102636966,-11.5249102636966,-10.5679408121476,162,6.65,-0.0513999999999992,1.1,2016-03-29
"163",-11.1291541822466,-11.1291541822466,-10.1721847306976,163,7.4,0.5446,1.15,2016-03-30
"164",-10.6332401429266,-10.6332401429266,-9.67627069137762,164,9.15,2.1392,1.4,2016-03-31
"165",-9.97706911917456,-9.97706911917456,-9.02009966762555,165,10.9,3.7324,1.8,2016-04-01
"166",-9.07686726583051,-9.07686726583051,-8.11989781428151,166,12.2,4.8742,2.4,2016-04-02
"167",-8.15080036519054,-8.15080036519054,-7.19383091364153,167,11.75,4.2646,2.4,2016-04-03
"168",-7.43642767315065,-7.43642767315065,-6.47945822160165,168,11.1,3.4536,1.8,2016-04-04
"169",-6.96708440132063,-6.96708440132063,-6.01011494977162,169,8.8,0.991200000000001,1.15,2016-04-05
"170",-6.37962093894456,-6.37962093894456,-5.42265148739555,170,10,2.0274,1.4,2016-04-06
"171",-5.60318519197653,-5.60318519197653,-4.64621574042752,171,12.1,3.9622,1.8,2016-04-07
"172",-4.80517888537658,-4.80517888537658,-3.84820943382757,172,11.9,3.5956,1.8,2016-04-08
"173",-3.71180934313652,-3.71180934313652,-2.75483989158751,173,13.85,5.3776,2.4,2016-04-09
"174",-2.86930573405662,-2.86930573405662,-1.91233628250761,174,12.25,3.6082,1.8,2016-04-10
"175",-2.29234508360857,-2.29234508360857,-1.33537563205956,175,10.8,1.9874,1.2,2016-04-11
"176",-1.69978203805659,-1.69978203805659,-0.742812586507585,176,10.6,1.6152,1.2,2016-04-12
